id-mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
744128,2016,ABRIL,LUNES,2016-04-18,17,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5452507689999,-58.468434986,1
744131,2016,ABRIL,MIERCOLES,2016-04-27,12,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5510488859999,-58.468431305,1
744167,2016,ABRIL,MIERCOLES,2016-04-20,23,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.550758102,-58.4677737019999,1
746279,2016,DICIEMBRE,MIERCOLES,2016-12-07,12,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.549155425,-58.468194173,1
746282,2016,DICIEMBRE,SABADO,2016-12-17,8,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5493160729999,-58.468148196,1
746951,2016,FEBRERO,LUNES,2016-02-29,21,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.540530159,-58.464949337,1
747065,2016,MARZO,VIERNES,2016-03-11,9,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5580014829999,-58.4688123989999,1
747158,2016,MARZO,DOMINGO,2016-03-06,14,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.547621131,-58.4679029339999,1
747176,2016,MARZO,VIERNES,2016-03-11,10,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.535592326,-58.467608506,1
747209,2016,MARZO,JUEVES,2016-03-10,15,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5487630379999,-58.4670577959999,1
747224,2016,MARZO,VIERNES,2016-03-04,20,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5530617009999,-58.4669514999999,1
747326,2016,MARZO,MIERCOLES,2016-03-09,20,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5399193979999,-58.465851073,1
747332,2016,MARZO,DOMINGO,2016-03-06,6,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5523275899999,-58.465765986,1
747437,2016,ABRIL,LUNES,2016-04-25,11,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.553716594,-58.4675285279999,1
747446,2016,MARZO,DOMINGO,2016-03-06,21,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.548581967,-58.464621488,1
747452,2016,ABRIL,MARTES,2016-04-19,8,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5483714389999,-58.4674316799999,1
747494,2016,ABRIL,LUNES,2016-04-25,18,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5495338699999,-58.4664932919999,1
747530,2016,ABRIL,VIERNES,2016-04-29,19,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.556080945,-58.4658893009999,1
747542,2016,ABRIL,MIERCOLES,2016-04-27,22,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5454463249999,-58.465651787,1
747644,2016,ABRIL,MARTES,2016-04-26,12,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5540519429999,-58.46414089,1
747650,2016,ABRIL,MARTES,2016-04-19,17,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.540954853,-58.46397046,1
747653,2016,ABRIL,MARTES,2016-04-26,7,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.548266295,-58.463935159,1
747668,2016,ABRIL,MARTES,2016-04-19,15,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.544724576,-58.4635903499999,1
747710,2016,ABRIL,MIERCOLES,2016-04-20,11,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.555045546,-58.463161908,1
747716,2016,ABRIL,SABADO,2016-04-30,15,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.547323933,-58.463035632,1
747743,2016,ABRIL,SABADO,2016-04-23,17,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.551328085,-58.462694609,1
747851,2016,ABRIL,JUEVES,2016-04-21,2,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.60811946,-58.4617817559999,1
750581,2016,DICIEMBRE,LUNES,2016-12-05,11,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5505354599999,-58.467071171,1
750584,2016,DICIEMBRE,LUNES,2016-12-05,16,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5505354599999,-58.467071171,1
750605,2016,DICIEMBRE,MIERCOLES,2016-12-07,13,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.551407691,-58.466569475,1
750617,2016,DICIEMBRE,MARTES,2016-12-13,15,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.553904411,-58.46602738,1
750620,2016,DICIEMBRE,VIERNES,2016-12-09,15,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5519263369999,-58.466007143,1
750632,2016,DICIEMBRE,DOMINGO,2016-12-11,15,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.538660212,-58.465436982,1
750656,2016,DICIEMBRE,SABADO,2016-12-17,8,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5546114479999,-58.465177792,1
750674,2016,DICIEMBRE,MARTES,2016-12-06,12,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.553087132,-58.465099987,1
750689,2016,DICIEMBRE,DOMINGO,2016-12-04,23,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.552999907,-58.464812261,1
750734,2016,DICIEMBRE,SABADO,2016-12-17,13,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5540519429999,-58.4641408909999,1
750740,2016,DICIEMBRE,MARTES,2016-12-13,13,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.54820627,-58.464052742,1
750770,2016,DICIEMBRE,MARTES,2016-12-06,19,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5407763759999,-58.463541826,1
750779,2016,DICIEMBRE,VIERNES,2016-12-09,18,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5501429079999,-58.463488914,1
750803,2016,DICIEMBRE,SABADO,2016-12-10,16,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.555045546,-58.463161908,1
750887,2016,DICIEMBRE,MARTES,2016-12-06,17,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.543808032,-58.461695913,1
751214,2016,MARZO,DOMINGO,2016-03-13,23,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5408392799999,-58.464121974,1
751223,2016,MARZO,MIERCOLES,2016-03-02,9,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.552600718,-58.4640846029999,1
751235,2016,MARZO,MIERCOLES,2016-03-09,19,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.540954853,-58.46397046,1
751247,2016,MARZO,JUEVES,2016-03-03,8,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.546012226,-58.463874731,1
751346,2016,MARZO,LUNES,2016-03-07,8,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.545130758,-58.4620235209999,1
751355,2016,MARZO,VIERNES,2016-03-11,19,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5439851049999,-58.4619322619999,1
751385,2016,MARZO,MARTES,2016-03-08,16,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5516502089999,-58.461495074,1
751427,2016,ABRIL,VIERNES,2016-04-22,14,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5495971029999,-58.4617666569999,1
751433,2016,ABRIL,DOMINGO,2016-04-24,22,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.543808032,-58.461695913,1
751484,2016,ABRIL,VIERNES,2016-04-29,18,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.548872576,-58.4610847499999,1
751538,2016,ABRIL,LUNES,2016-04-18,7,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6095751359999,-58.459775625,1
751553,2016,ABRIL,SABADO,2016-04-23,20,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.549286664,-58.459569299,1
751565,2016,ABRIL,MARTES,2016-04-19,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6094749599999,-58.459435464,1
752909,2016,DICIEMBRE,MARTES,2016-12-06,16,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5457459039999,-58.461133585,1
752912,2016,DICIEMBRE,MIERCOLES,2016-12-07,8,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.546271146,-58.4610993859999,1
752924,2016,DICIEMBRE,SABADO,2016-12-10,22,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5523822559999,-58.4609547549999,1
752927,2016,DICIEMBRE,SABADO,2016-12-10,19,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.546700432,-58.4608639319999,1
753353,2016,ABRIL,VIERNES,2016-04-29,19,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5497599519999,-58.458633467,1
753398,2016,ABRIL,MARTES,2016-04-26,13,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5463154079999,-58.45789225,1
754235,2016,DICIEMBRE,MARTES,2016-12-06,10,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6062705209999,-58.4591234599999,1
754253,2016,DICIEMBRE,DOMINGO,2016-12-11,13,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.54566152,-58.458709894,1
754283,2016,DICIEMBRE,MIERCOLES,2016-12-14,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.60533469,-58.4582233149999,1
754313,2016,DICIEMBRE,MIERCOLES,2016-12-07,15,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5463154079999,-58.45789225,1
754571,2016,MARZO,MIERCOLES,2016-03-02,19,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6091792729999,-58.458400078,1
754637,2016,MARZO,MARTES,2016-03-08,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.610793396,-58.4573473959999,1
754817,2016,ABRIL,JUEVES,2016-04-28,1,Hurto,Hurto automotor,NO,NO,NUÑEZ,13,-34.5502998699999,-58.45695266,1
756023,2016,DICIEMBRE,MIERCOLES,2016-12-14,16,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5469123239999,-58.45725128,1
756026,2016,DICIEMBRE,JUEVES,2016-12-08,14,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.546953628,-58.4571055069999,1
756515,2016,FEBRERO,DOMINGO,2016-02-28,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6225735039999,-58.4553115639999,1
756605,2016,MARZO,MIERCOLES,2016-03-02,17,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6164280689999,-58.456296403,1
756629,2016,MARZO,MARTES,2016-03-01,19,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6200692629999,-58.455845519,1
756662,2016,MARZO,JUEVES,2016-03-10,12,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.620406574,-58.4556266119999,1
756722,2016,ABRIL,SABADO,2016-04-23,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6118398409999,-58.455904123,1
756725,2016,ABRIL,DOMINGO,2016-04-17,7,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.608358126,-58.4558918769999,1
756794,2016,ABRIL,JUEVES,2016-04-21,7,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.5416936199999,-58.455062512,1
756842,2016,ABRIL,VIERNES,2016-04-22,10,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.614439219,-58.454367088,1
756857,2016,ABRIL,JUEVES,2016-04-28,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.606168538,-58.454260216,1
756893,2016,ABRIL,JUEVES,2016-04-28,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6247777789999,-58.453728886,1
756899,2016,ABRIL,LUNES,2016-04-25,7,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.614597455,-58.4537112799999,1
756926,2016,MARZO,LUNES,2016-03-07,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6103629909999,-58.454596173,1
757067,2016,MAYO,DOMINGO,2016-05-01,17,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6107349,-58.4560015169999,1
758393,2016,DICIEMBRE,MARTES,2016-12-06,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.60757523,-58.455643413,1
758423,2016,DICIEMBRE,JUEVES,2016-12-15,7,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6215529409999,-58.455094822,1
758447,2016,DICIEMBRE,JUEVES,2016-12-08,6,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.612575476,-58.4546643479999,1
758531,2016,DICIEMBRE,SABADO,2016-12-17,19,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6166603089999,-58.453181663,1
758546,2016,DICIEMBRE,MIERCOLES,2016-12-14,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.606200837,-58.452913404,1
758594,2016,DICIEMBRE,SABADO,2016-12-17,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6132259469999,-58.452312588,1
758993,2016,MARZO,VIERNES,2016-03-11,12,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.541344162,-58.454361832,1
758996,2016,MARZO,SABADO,2016-03-12,9,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.541344162,-58.454361832,1
759008,2016,MARZO,JUEVES,2016-03-03,9,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.606168538,-58.454260216,1
759041,2016,MARZO,LUNES,2016-03-07,4,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.620803021,-58.453822158,1
759101,2016,MARZO,DOMINGO,2016-03-06,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.624439461,-58.452610374,1
759143,2016,MARZO,VIERNES,2016-03-04,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.622743135,-58.451732997,1
759149,2016,MARZO,JUEVES,2016-03-03,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.630205885,-58.451694155,1
759182,2016,MARZO,SABADO,2016-03-12,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6133684449999,-58.45098187,1
759227,2016,ABRIL,LUNES,2016-04-25,8,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.613753404,-58.453091711,1
759245,2016,ABRIL,MIERCOLES,2016-04-20,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6128613459999,-58.452859001,1
761183,2016,DICIEMBRE,MARTES,2016-12-13,13,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.607981335,-58.4520696339999,1
761216,2016,DICIEMBRE,MIERCOLES,2016-12-14,15,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.625263289,-58.451482351,1
761267,2016,DICIEMBRE,MARTES,2016-12-06,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6260346839999,-58.450757013,1
761345,2016,DICIEMBRE,MARTES,2016-12-13,3,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.617823287,-58.4495123959999,1
761375,2016,DICIEMBRE,DOMINGO,2016-12-18,2,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.606969142,-58.449118856,1
761384,2016,DICIEMBRE,VIERNES,2016-12-16,9,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.627388759,-58.449001419,1
761390,2016,DICIEMBRE,DOMINGO,2016-12-04,19,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.624069815,-58.4488525159999,1
761426,2016,DICIEMBRE,DOMINGO,2016-12-18,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.61640027,-58.448059475,1
761762,2016,MARZO,MARTES,2016-03-01,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.608792873,-58.450122607,1
761777,2016,MARZO,DOMINGO,2016-03-13,17,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.611748215,-58.449949268,1
761819,2016,MARZO,DOMINGO,2016-03-13,19,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6116963179999,-58.448991674,1
761843,2016,MARZO,VIERNES,2016-03-04,1,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.623982881,-58.448510072,1
761924,2016,ABRIL,JUEVES,2016-04-21,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6084717749999,-58.4495468919999,1
761933,2016,ABRIL,SABADO,2016-04-23,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6179067429999,-58.449503051,1
762809,2016,MARZO,MARTES,2016-03-08,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6152893409999,-58.448482514,1
763127,2016,DICIEMBRE,DOMINGO,2016-12-04,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6265734309999,-58.447881707,1
763205,2016,DICIEMBRE,MARTES,2016-12-06,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.614224107,-58.446314941,1
763223,2016,DICIEMBRE,LUNES,2016-12-12,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.617250607,-58.4460790099999,1
763250,2016,DICIEMBRE,MARTES,2016-12-13,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.615524066,-58.4456567089999,1
763256,2016,DICIEMBRE,MIERCOLES,2016-12-07,10,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.611890742,-58.445547459,1
763589,2016,MARZO,SABADO,2016-03-12,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6249797799999,-58.4484712779999,1
763625,2016,MARZO,DOMINGO,2016-03-13,3,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.62939675,-58.4481304729999,1
763637,2016,MARZO,SABADO,2016-03-12,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.625995931,-58.448010521,1
763691,2016,MARZO,VIERNES,2016-03-04,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.628190584,-58.447123156,1
763721,2016,MARZO,SABADO,2016-03-12,5,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.622013178,-58.446385294,1
763724,2016,MARZO,MIERCOLES,2016-03-02,13,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6220548919999,-58.446336146,1
763739,2016,MARZO,SABADO,2016-03-05,7,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.623560985,-58.44592597,1
763760,2016,MARZO,JUEVES,2016-03-10,19,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.615040327,-58.4455470249999,1
763814,2016,ABRIL,LUNES,2016-04-25,18,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.623133912,-58.449223302,1
763853,2016,ABRIL,MARTES,2016-04-26,1,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.622916808,-58.448702763,1
763922,2016,ABRIL,MIERCOLES,2016-04-20,14,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.627083657,-58.447585982,1
763940,2016,ABRIL,MARTES,2016-04-19,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.627927191,-58.447162825,1
763946,2016,ABRIL,SABADO,2016-04-23,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.62223541,-58.447084449,1
763958,2016,ABRIL,MIERCOLES,2016-04-20,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.612952612,-58.446798923,1
763970,2016,ABRIL,MARTES,2016-04-26,10,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6293897689999,-58.4466638389999,1
763973,2016,ABRIL,JUEVES,2016-04-21,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6293897689999,-58.4466638389999,1
764003,2016,ABRIL,MIERCOLES,2016-04-20,13,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.622013178,-58.446385294,1
764165,2016,MAYO,DOMINGO,2016-05-01,21,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6171304769999,-58.4472158039999,1
765950,2016,DICIEMBRE,JUEVES,2016-12-08,13,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.610995273,-58.444955275,1
766001,2016,DICIEMBRE,VIERNES,2016-12-16,18,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.614649272,-58.444262071,1
766028,2016,DICIEMBRE,SABADO,2016-12-17,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6276409929999,-58.443803277,1
766031,2016,DICIEMBRE,SABADO,2016-12-17,2,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6276409929999,-58.443803277,1
766052,2016,DICIEMBRE,VIERNES,2016-12-16,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6168118209999,-58.443471769,1
766070,2016,DICIEMBRE,LUNES,2016-12-12,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.620851048,-58.443362997,1
766085,2016,DICIEMBRE,VIERNES,2016-12-16,14,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.624707831,-58.443045211,1
766088,2016,DICIEMBRE,SABADO,2016-12-17,0,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.609485541,-58.442996289,1
766118,2016,DICIEMBRE,MARTES,2016-12-06,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6186628249999,-58.442258521,1
766127,2016,DICIEMBRE,MIERCOLES,2016-12-07,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.626121414,-58.442108445,1
766322,2016,MARZO,MARTES,2016-03-01,8,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.611037312,-58.444907077,1
766394,2016,MARZO,DOMINGO,2016-03-13,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.615875989,-58.443948624,1
766400,2016,MARZO,DOMINGO,2016-03-06,14,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6248259389999,-58.443928258,1
766403,2016,MARZO,VIERNES,2016-03-04,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6194023369999,-58.443926312,1
766409,2016,MARZO,LUNES,2016-03-07,19,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.626344371,-58.443847137,1
766412,2016,MARZO,VIERNES,2016-03-04,8,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6276409929999,-58.443803277,1
766439,2016,ABRIL,MARTES,2016-04-26,9,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6274587029999,-58.445724893,1
766451,2016,ABRIL,VIERNES,2016-04-22,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6266377389999,-58.445577511,1
766481,2016,ABRIL,DOMINGO,2016-04-17,12,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.624589691,-58.4451682879999,1
766484,2016,ABRIL,MARTES,2016-04-19,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.624947044,-58.44516607,1
766496,2016,ABRIL,SABADO,2016-04-30,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6162076329999,-58.444827134,1
767660,2016,DICIEMBRE,LUNES,2016-12-12,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.608644155,-58.441971848,1
767666,2016,DICIEMBRE,DOMINGO,2016-12-11,1,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.610866243,-58.441935969,1
767669,2016,DICIEMBRE,MARTES,2016-12-06,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6200301449999,-58.441877501,1
767672,2016,DICIEMBRE,MARTES,2016-12-13,15,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6200301449999,-58.441877501,1
767687,2016,DICIEMBRE,VIERNES,2016-12-09,12,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.62123539,-58.441650605,1
767711,2016,DICIEMBRE,SABADO,2016-12-17,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.61975509,-58.441391075,1
767735,2016,DICIEMBRE,LUNES,2016-12-12,10,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.611709509,-58.4411411789999,1
767747,2016,DICIEMBRE,MARTES,2016-12-06,7,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.621354085,-58.440994882,1
767774,2016,DICIEMBRE,JUEVES,2016-12-08,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6087112069999,-58.4406221629999,1
767777,2016,DICIEMBRE,MARTES,2016-12-13,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.616415788,-58.440539539,1
768026,2016,FEBRERO,DOMINGO,2016-02-28,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6079748349999,-58.4421727669999,1
768080,2016,MARZO,DOMINGO,2016-03-06,1,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.610329239,-58.443373144,1
768110,2016,MARZO,MARTES,2016-03-08,22,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.618853605,-58.442547775,1
768158,2016,MARZO,SABADO,2016-03-05,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.609022148,-58.441950381,1
768161,2016,MARZO,MARTES,2016-03-01,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.609133089,-58.4419241639999,1
768164,2016,MARZO,DOMINGO,2016-03-13,7,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6186227059999,-58.4418876779999,1
768167,2016,MARZO,VIERNES,2016-03-11,17,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6200301449999,-58.441877501,1
768170,2016,MARZO,DOMINGO,2016-03-13,13,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6200301449999,-58.441877501,1
768185,2016,MARZO,DOMINGO,2016-03-06,6,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.609378416,-58.4417304679999,1
768188,2016,MARZO,VIERNES,2016-03-04,16,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.61095252,-58.4417092099999,1
768281,2016,ABRIL,MIERCOLES,2016-04-20,19,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.611839179,-58.443866097,1
768299,2016,ABRIL,VIERNES,2016-04-22,0,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.610482826,-58.443461841,1
768311,2016,ABRIL,SABADO,2016-04-30,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.6168823099999,-58.4433716899999,1
768314,2016,ABRIL,JUEVES,2016-04-28,15,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.620851048,-58.4433629979999,1
770021,2016,DICIEMBRE,MARTES,2016-12-06,0,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6233223639999,-58.4399855889999,1
770027,2016,DICIEMBRE,DOMINGO,2016-12-04,18,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.610361709,-58.4398672899999,1
770033,2016,DICIEMBRE,DOMINGO,2016-12-04,0,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.61040073,-58.43981064,1
770036,2016,DICIEMBRE,DOMINGO,2016-12-18,12,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6186227319999,-58.439808666,1
770108,2016,DICIEMBRE,VIERNES,2016-12-16,23,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.610038152,-58.438955526,1
770111,2016,DICIEMBRE,MARTES,2016-12-06,9,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.617236235,-58.438773531,1
770132,2016,DICIEMBRE,VIERNES,2016-12-16,17,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.613652273,-58.438419659,1
770135,2016,DICIEMBRE,MARTES,2016-12-13,10,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.612070704,-58.438347264,1
770138,2016,DICIEMBRE,MARTES,2016-12-06,20,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.622777323,-58.4383326989999,1
770144,2016,DICIEMBRE,VIERNES,2016-12-16,16,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.618432715,-58.438281651,1
770153,2016,DICIEMBRE,VIERNES,2016-12-16,18,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.6228468899999,-58.437990471,1
